player_id,player,team,average_z_score,matches_played,primary_position,simplified_position,detailed_position,position_frequency,matches_with_position_data,num_positions_played,all_positions,is_versatile
15178.0,Alexandra Popp,Germany Women's,0.4154673898615204,3,Center Attacking Midfield,Midfielder,Attacking Midfielder,3/6,3,2,"Center Attacking Midfield, Center Forward",True
5094.0,Ifeoma Onumonu,Nigeria Women's,0.414409959843507,4,Center Forward,Forward,Forward,3/7,4,4,"Center Forward, Right Wing, Left Midfield, Right Midfield",True
4658.0,Keira Walsh,England Women's,0.4028238116661879,6,Left Defensive Midfield,Midfielder,Defensive Midfielder,5/9,6,2,"Center Defensive Midfield, Left Defensive Midfield",True
402665.0,Zineb Redouani,Morocco Women's,0.4005701997429817,4,Left Back,Defender,Fullback/Wing-Back,5/5,4,1,Left Back,False
10405.0,Lia Wälti,Switzerland Women's,0.3932058048727881,4,Center Defensive Midfield,Midfielder,Defensive Midfielder,6/6,4,1,Center Defensive Midfield,False
401742.0,Isabella Victoria Sola Flanigan,Philippines Women's,0.3918087764130338,3,Left Center Forward,Forward,Forward,3/6,3,4,"Left Midfield, Left Center Forward, Right Center Forward, Right Midfield",True
224831.0,Amalie Jørgensen Vangsgaard,Denmark Women's,0.3905040864071455,4,Center Forward,Forward,Forward,4/8,4,4,"Center Forward, Right Wing, Right Midfield, Right Defensive Midfield",True
10658.0,Danielle van de Donk,Netherlands Women's,0.3718348514603438,4,Left Center Midfield,Midfielder,Central Midfielder,6/7,4,2,"Left Center Midfield, Right Center Midfield",True
63788.0,Victoria Pelova,Netherlands Women's,0.3704551424459864,5,Right Wing Back,Defender,Fullback/Wing-Back,6/8,5,3,"Right Wing Back, Right Center Midfield, Right Midfield",True
10261.0,Sara Doorsoun-Khajeh,Germany Women's,0.3694442408241755,2,Left Center Back,Defender,Fullback/Wing-Back,2/2,2,1,Left Center Back,False
10229.0,Emma Stina Blackstenius,Sweden Women's,0.3683841090133373,7,Center Forward,Forward,Forward,8/9,7,2,"Center Forward, Center Attacking Midfield",True
21062.0,Alexandra Riley,New Zealand Women's,0.3658731326521536,3,Left Back,Defender,Fullback/Wing-Back,3/4,3,2,"Left Back, Left Center Back",True
10272.0,Onema Grace Geyoro,France Women's,0.3623480293327644,5,Right Defensive Midfield,Midfielder,Defensive Midfielder,5/9,5,3,"Right Defensive Midfield, Left Defensive Midfield, Left Center Midfield",True
25478.0,Lena Oberdorf,Germany Women's,0.360155350956668,2,Right Defensive Midfield,Midfielder,Defensive Midfielder,2/3,2,2,"Right Defensive Midfield, Left Wing",True
10211.0,Barbara Bonansea,Italy Women's,0.3592945707509064,3,Left Wing,Forward,Winger,3/5,3,2,"Left Wing, Right Wing",True
10263.0,Sara Däbritz,Germany Women's,0.3583709491830931,3,Left Defensive Midfield,Midfielder,Defensive Midfielder,3/4,3,2,"Left Defensive Midfield, Right Defensive Midfield",True
135588.0,Lineth Cedeno,Panama Women's,0.3546647731292611,3,Center Forward,Forward,Forward,3/7,3,4,"Left Midfield, Center Defensive Midfield, Left Wing, Center Forward",True
25696.0,Madelen Fatimma Maria Janogy,Sweden Women's,0.3518016448767491,3,Center Attacking Midfield,Midfielder,Attacking Midfielder,3/3,3,1,Center Attacking Midfield,False
401744.0,Tahnai Lauren Rivera Annis,Philippines Women's,0.3481133868731073,1,Right Back,Defender,Fullback/Wing-Back,1/2,1,2,"Right Back, Right Midfield",True
25461.0,Uchenna Kanu,Nigeria Women's,0.3472859927883499,4,Right Wing,Forward,Winger,3/8,4,4,"Left Wing, Right Wing, Center Forward, Left Midfield",True
4643.0,Georgia Stanway,England Women's,0.3467003211701172,7,Right Defensive Midfield,Midfielder,Defensive Midfielder,5/10,7,3,"Right Center Midfield, Right Defensive Midfield, Center Defensive Midfield",True
401642.0,Malia Grace Steinmetz,New Zealand Women's,0.3463333278405338,3,Center Defensive Midfield,Midfielder,Defensive Midfielder,2/5,3,4,"Center Defensive Midfield, Right Center Midfield, Right Defensive Midfield, Left Defensive Midfield",True
5020.0,Christine Margaret Sinclair,Canada Women's,0.3438236813596853,3,Center Forward,Forward,Forward,2/3,3,2,"Center Attacking Midfield, Center Forward",True
25521.0,Kholosa Biyana,South Africa Women's,0.3409992313556177,3,Left Defensive Midfield,Midfielder,Defensive Midfielder,2/4,3,3,"Right Defensive Midfield, Left Defensive Midfield, Center Defensive Midfield",True
131570.0,Rafaelle Leone Carvalho Souza,Brazil Women's,0.3409660229790384,3,Left Center Back,Defender,Fullback/Wing-Back,3/4,3,2,"Left Center Back, Center Back",True
327719.0,Atlanta Reigan Primus,Jamaica Women's,0.340119701469683,4,Center Attacking Midfield,Midfielder,Attacking Midfielder,3/7,4,4,"Center Attacking Midfield, Right Center Midfield, Left Wing, Left Center Midfield",True
6818.0,Hayley Emma Raso,Australia Women's,0.3387069127084002,7,Right Midfield,Midfielder,Central Midfielder,6/9,7,3,"Right Midfield, Right Wing, Center Forward",True
402661.0,Ibtissam Jraïdi,Morocco Women's,0.3278567626816174,4,Center Forward,Forward,Forward,2/4,4,3,"Left Center Forward, Center Forward, Right Center Forward",True
402118.0,Karabo Dhlamini,South Africa Women's,0.3261488382206797,3,Left Back,Defender,Fullback/Wing-Back,4/4,3,1,Left Back,False
10165.0,Irene Paredes Hernandez,Spain Women's,0.3250335955297157,7,Right Center Back,Defender,Fullback/Wing-Back,7/8,7,2,"Right Center Back, Left Center Back",True
10141.0,Ana Borges,Portugal Women's,0.3219124717994001,3,Right Center Back,Defender,Fullback/Wing-Back,2/4,3,2,"Right Center Back, Right Back",True
4642.0,Millie Bright,England Women's,0.3160084391672922,7,Center Back,Midfielder,Fullback/Wing-Back,5/10,7,3,"Right Center Back, Center Back, Right Center Forward",True
402012.0,Sherly Jeudy,Haiti Women's,0.3143049470453134,3,Right Defensive Midfield,Midfielder,Defensive Midfielder,3/5,3,3,"Right Defensive Midfield, Center Attacking Midfield, Left Center Forward",True
25490.0,Rui Zhang,China PR Women's,0.3134473175641137,2,Center Attacking Midfield,Midfielder,Attacking Midfielder,1/2,2,2,"Center Attacking Midfield, Right Defensive Midfield",True
131575.0,Mengwen Li,China PR Women's,0.3099306220568349,3,Right Back,Defender,Fullback/Wing-Back,3/3,3,1,Right Back,False
401929.0,Hikaru Naomoto,Japan Women's,0.3057825510971852,3,Left Attacking Midfield,Midfielder,Attacking Midfielder,2/3,3,2,"Left Attacking Midfield, Right Wing",True
401925.0,Aoba Fujino,Japan Women's,0.3041078067347412,5,Right Attacking Midfield,Midfielder,Attacking Midfielder,3/6,5,3,"Right Attacking Midfield, Right Wing, Left Midfield",True
15555.0,Lauren Hemp,England Women's,0.2999892443652028,7,Left Center Forward,Forward,Forward,5/13,7,7,"Left Wing, Right Wing, Left Center Forward, Right Midfield, Left Center Midfield, Center Forward, Right Wing Back",True
62710.0,Johanna Rytting-Kaneryd,Sweden Women's,0.298943613118135,7,Right Wing,Forward,Winger,6/7,7,2,"Right Wing, Right Wing Back",True
10222.0,Jonna Ann-Charlotte Andersson,Sweden Women's,0.2986536907544679,6,Left Back,Defender,Fullback/Wing-Back,7/9,6,2,"Left Back, Left Wing Back",True
34486.0,Gloriana Jesus Villalobos Vega,Costa Rica Women's,0.284146443268885,3,Center Attacking Midfield,Midfielder,Attacking Midfielder,3/5,3,3,"Center Attacking Midfield, Left Midfield, Right Defensive Midfield",True
25520.0,Lebogang Ramalepe,South Africa Women's,0.2835023456287669,4,Right Back,Defender,Fullback/Wing-Back,5/5,4,1,Right Back,False
401645.0,Mathilde Hauge Harviken,Norway Women's,0.265647093140638,4,Left Center Back,Defender,Fullback/Wing-Back,4/4,4,1,Left Center Back,False
25633.0,Eliana Noemí Stábile,Argentina Women's,0.2653994216560215,3,Left Back,Defender,Fullback/Wing-Back,3/3,3,1,Left Back,False
401876.0,Thị Hải Linh Trần,Vietnam Women's,0.256950753319119,3,Right Defensive Midfield,Midfielder,Defensive Midfielder,3/5,3,2,"Right Defensive Midfield, Left Defensive Midfield",True
10666.0,Dominique Johanna Anna Petrone Janssen,Netherlands Women's,0.2502857369154403,5,Left Center Back,Defender,Fullback/Wing-Back,6/9,5,4,"Left Center Back, Center Back, Left Wing Back, Left Back",True
34477.0,Mariana De Los Angeles Benavidez,Costa Rica Women's,0.2458407068235473,3,Left Center Back,Defender,Fullback/Wing-Back,3/4,3,2,"Left Center Back, Center Back",True
10259.0,Lina Magull,Germany Women's,0.2443975049391769,2,Center Attacking Midfield,Midfielder,Attacking Midfielder,2/2,2,1,Center Attacking Midfield,False
131586.0,Kyra Lillee Cooney-Cross,Australia Women's,0.2442805127020456,7,Left Defensive Midfield,Midfielder,Defensive Midfielder,8/15,7,6,"Left Defensive Midfield, Center Defensive Midfield, Right Back, Right Defensive Midfield, Left Wing, Left Attacking Midfield",True
5095.0,Ellie Madison Carpenter,Australia Women's,0.2352515796198724,7,Right Back,Defender,Fullback/Wing-Back,7/11,7,3,"Right Back, Left Center Back, Right Wing Back",True
62910.0,Ana Rita Silva Seiça,Portugal Women's,0.2324933811672112,1,Left Center Back,Defender,Fullback/Wing-Back,1/1,1,1,Left Center Back,False
401890.0,Hải Yến Phạm,Vietnam Women's,0.2252889021924175,3,Center Forward,Forward,Forward,3/3,3,1,Center Forward,False
15421.0,Kenza Dali,France Women's,0.225179444862865,4,Right Midfield,Midfielder,Central Midfielder,5/12,4,4,"Left Midfield, Right Midfield, Left Defensive Midfield, Right Defensive Midfield",True
359388.0,Aldrith Ivana Quintero Humphries,Panama Women's,0.225107271625683,3,Left Defensive Midfield,Midfielder,Defensive Midfielder,3/7,3,4,"Right Center Midfield, Center Defensive Midfield, Right Defensive Midfield, Left Defensive Midfield",True
10125.0,Wendie Renard,France Women's,0.2100600301623079,4,Right Center Back,Defender,Fullback/Wing-Back,4/7,4,2,"Right Center Back, Left Center Back",True
34875.0,Andreia Alexandra Norton,Portugal Women's,0.2093935073886327,3,Center Attacking Midfield,Midfielder,Attacking Midfielder,3/6,3,3,"Left Center Forward, Center Attacking Midfield, Left Center Midfield",True
25743.0,Luana Bertolucci Paixão,Brazil Women's,0.2083486111246162,3,Left Defensive Midfield,Midfielder,Defensive Midfielder,3/4,3,2,"Left Defensive Midfield, Right Defensive Midfield",True
87195.0,Janni Thomsen,Denmark Women's,0.2079118682412254,4,Right Wing,Forward,Winger,4/9,4,4,"Right Back, Right Wing Back, Right Wing, Right Midfield",True
25624.0,Risa Shimizu,Japan Women's,0.206347195430865,5,Right Wing Back,Defender,Fullback/Wing-Back,5/6,5,2,"Right Wing Back, Right Back",True
10418.0,Eve Perisset,France Women's,0.2045447522508108,3,Right Back,Defender,Fullback/Wing-Back,4/4,4,1,Right Back,False
15357.0,Kadeisha Buchanan,Canada Women's,0.2043923313504348,3,Right Center Back,Defender,Fullback/Wing-Back,5/5,3,1,Right Center Back,False
5055.0,Lynn Raenie Williams,United States Women's,0.2006311706335547,2,Right Wing,Forward,Winger,2/2,2,1,Right Wing,False
402466.0,Camila Gómez Ares,Argentina Women's,0.1984797343035407,1,Right Center Midfield,Midfielder,Central Midfielder,1/1,1,1,Right Center Midfield,False
10419.0,Géraldine Reuteler,Switzerland Women's,0.197533484824823,4,Left Center Midfield,Midfielder,Central Midfielder,4/4,4,1,Left Center Midfield,False
131694.0,Martha Tembo,Zambia Women's,0.1969573423579673,3,Left Back,Defender,Fullback/Wing-Back,6/6,3,1,Left Back,False
401803.0,María Paula Coto González,Costa Rica Women's,0.195362964256469,3,Right Back,Defender,Fullback/Wing-Back,2/4,3,3,"Right Back, Left Back, Right Wing Back",True
35406.0,Ruesha Littlejohn,Republic of Ireland Women's,0.1919785484154451,3,Left Defensive Midfield,Midfielder,Defensive Midfielder,3/3,3,1,Left Defensive Midfield,False
62913.0,Francisca Ramos Ribeiro Nazareth Sousa,Portugal Women's,0.1841394651668659,3,Center Attacking Midfield,Midfielder,Attacking Midfielder,3/4,3,2,"Center Attacking Midfield, Center Defensive Midfield",True
349028.0,Giulia Dragoni,Italy Women's,0.1824872725740387,3,Center Attacking Midfield,Midfielder,Attacking Midfielder,3/6,3,3,"Center Attacking Midfield, Left Center Midfield, Left Wing",True
401808.0,Fabiola Villalobos Morales,Costa Rica Women's,0.1696180944384883,3,Right Center Back,Defender,Fullback/Wing-Back,4/4,3,1,Right Center Back,False
401745.0,Quinley Mirielle Campomanes Quezada-Keča,Philippines Women's,0.1667112634937761,3,Right Midfield,Midfielder,Central Midfielder,3/5,3,2,"Right Midfield, Right Center Midfield",True
50003.0,Antonia Ronnycleide da Costa Silva,Brazil Women's,0.1630341356401275,3,Right Back,Defender,Fullback/Wing-Back,3/3,3,1,Right Back,False
23413.0,Megan Connolly,Republic of Ireland Women's,0.1490420604624558,3,Left Center Back,Defender,Fullback/Wing-Back,3/3,3,1,Left Center Back,False
10274.0,Nicoline Sørensen,Denmark Women's,0.1488082480979159,3,Left Wing,Forward,Winger,3/4,3,2,"Right Wing, Left Wing",True
34550.0,Hye-Ji Hong,Korea Republic Women's,0.1446476504292601,1,Center Back,Midfielder,Fullback/Wing-Back,1/2,1,2,"Center Back, Right Center Back",True
5028.0,Katie Bowen,New Zealand Women's,0.1434637206337229,3,Left Center Back,Defender,Fullback/Wing-Back,3/4,3,2,"Left Center Back, Center Back",True
26092.0,Amanda Ilestedt,Sweden Women's,0.1375653618592622,7,Right Center Back,Defender,Fullback/Wing-Back,7/8,7,2,"Right Center Back, Center Back",True
25491.0,Marina Hegering,Germany Women's,0.136757295806734,1,Left Center Back,Defender,Fullback/Wing-Back,1/2,1,2,"Left Center Back, Right Defensive Midfield",True
4633.0,Magdalena Lilly Eriksson,Sweden Women's,0.1353839155495393,7,Left Center Back,Defender,Fullback/Wing-Back,8/8,7,1,Left Center Back,False
25663.0,Elizabeth Doon Hassett,New Zealand Women's,0.1338435641766913,3,Left Center Midfield,Midfielder,Central Midfielder,2/4,3,3,"Left Center Midfield, Right Center Midfield, Left Midfield",True
25556.0,Kathellen Sousa Feitoza,Brazil Women's,0.1290541930874129,1,Right Center Back,Defender,Fullback/Wing-Back,1/1,1,1,Right Center Back,False
15648.0,Melanie Leupolz,Germany Women's,0.1243621856836444,1,Left Defensive Midfield,Midfielder,Defensive Midfielder,1/1,1,1,Left Defensive Midfield,False
402024.0,Lingwei Yao,China PR Women's,0.1207455310592559,2,Right Defensive Midfield,Midfielder,Defensive Midfielder,2/2,2,1,Right Defensive Midfield,False
10516.0,Frida Maanum,Norway Women's,0.1193104229220123,4,Right Center Midfield,Midfielder,Central Midfielder,4/5,4,2,"Right Center Midfield, Left Center Midfield",True
25557.0,Deneisha Selena Blackwood,Jamaica Women's,0.1180673031533821,4,Left Back,Defender,Fullback/Wing-Back,4/4,4,1,Left Back,False
31534.0,Ella Toone,England Women's,0.1167897739081318,6,Left Center Midfield,Midfielder,Central Midfielder,4/8,6,3,"Left Center Midfield, Center Attacking Midfield, Left Wing",True
401732.0,Jaclyn Katrina Demis Sawicki,Philippines Women's,0.1148243333815796,3,Right Defensive Midfield,Midfielder,Defensive Midfielder,3/6,3,3,"Right Defensive Midfield, Center Defensive Midfield, Left Defensive Midfield",True
19422.0,Jessica Carter,England Women's,0.110241421792748,6,Right Center Back,Defender,Fullback/Wing-Back,5/9,6,4,"Left Center Back, Right Center Back, Left Back, Center Back",True
5058.0,Rachel Daly,England Women's,0.1051820513698778,7,Left Wing Back,Defender,Fullback/Wing-Back,6/10,7,5,"Center Forward, Left Wing Back, Left Wing, Left Midfield, Left Back",True
62905.0,Catarina Amado,Portugal Women's,0.1044062905875183,2,Left Back,Defender,Fullback/Wing-Back,2/3,2,2,"Left Wing Back, Left Back",True
10407.0,Eseosa Aigbogun,Switzerland Women's,0.1022893599507649,4,Right Back,Defender,Fullback/Wing-Back,4/4,4,1,Right Back,False
30971.0,Sandie Toletti,France Women's,0.0989400187099218,4,Left Defensive Midfield,Midfielder,Defensive Midfielder,3/5,4,3,"Left Defensive Midfield, Center Defensive Midfield, Right Defensive Midfield",True
25638.0,Moeka Minami,Japan Women's,0.090317393499921,5,Left Center Back,Defender,Fullback/Wing-Back,5/5,5,1,Left Center Back,False
32162.0,Arianna Caruso,Italy Women's,0.0866398167940935,3,Left Defensive Midfield,Midfielder,Defensive Midfielder,2/5,3,4,"Left Defensive Midfield, Center Defensive Midfield, Right Defensive Midfield, Left Midfield",True
182466.0,Lauren Eduarda Leal Costa,Brazil Women's,0.0721993225770984,2,Right Center Back,Defender,Fullback/Wing-Back,3/3,2,1,Right Center Back,False
402796.0,Schiandra Yael González Jurado,Panama Women's,0.0686290533841819,3,Left Center Midfield,Midfielder,Central Midfielder,2/6,3,3,"Left Center Midfield, Left Defensive Midfield, Right Defensive Midfield",True
401883.0,Loan Hoàng Thị,Vietnam Women's,0.0662117912822206,3,Left Wing Back,Defender,Fullback/Wing-Back,3/3,3,1,Left Wing Back,False
25834.0,Viviane Asseyi,France Women's,0.0629879772232817,1,Left Midfield,Midfielder,Central Midfielder,1/2,2,2,"Left Midfield, Center Forward",True
25553.0,Trudi Sudan Carter,Jamaica Women's,0.0623499096649449,2,Left Wing,Forward,Winger,2/4,2,3,"Right Midfield, Left Wing, Right Wing",True
401930.0,Riko Ueki,Japan Women's,0.0610903377972832,5,Center Forward,Forward,Forward,5/7,5,3,"Center Forward, Left Wing, Right Center Forward",True
107491.0,Emily Ann Fox,United States Women's,0.058835739281804,4,Right Back,Defender,Fullback/Wing-Back,4/5,4,2,"Right Back, Right Wing Back",True
46564.0,Salma Amani,Morocco Women's,0.0526925304845219,3,Center Attacking Midfield,Midfielder,Attacking Midfielder,2/3,3,2,"Right Center Forward, Center Attacking Midfield",True
4949.0,Rosemary Kathleen Lavelle,United States Women's,0.0486109034109471,3,Right Center Midfield,Midfielder,Central Midfielder,4/5,3,2,"Right Center Midfield, Right Defensive Midfield",True
62908.0,Christy Onyenaturuchi Ucheibe,Nigeria Women's,0.0471215645917829,4,Center Defensive Midfield,Midfielder,Defensive Midfielder,3/8,4,4,"Right Defensive Midfield, Left Center Midfield, Center Defensive Midfield, Left Defensive Midfield",True
25729.0,Klara Bühl,Germany Women's,0.043351415628458,3,Left Wing,Forward,Winger,4/6,3,2,"Left Wing, Right Wing",True
25469.0,Halimatu Ibrahim Ayinde,Nigeria Women's,0.0426975762958673,3,Left Defensive Midfield,Midfielder,Defensive Midfielder,2/5,3,3,"Left Defensive Midfield, Center Defensive Midfield, Right Defensive Midfield",True
403271.0,Ana María Guzmán Zapata,Colombia Women's,0.0399206282367376,2,Left Back,Defender,Fullback/Wing-Back,1/2,2,2,"Left Back, Right Back",True
45638.0,Sofia Cantore,Italy Women's,0.036350853081202,3,Right Wing,Forward,Winger,3/8,3,6,"Right Wing, Left Wing, Left Center Forward, Center Forward, Right Midfield, Right Wing Back",True
25466.0,Vilde Bøe Risa,Norway Women's,0.0237662130591943,4,Right Center Midfield,Midfielder,Central Midfielder,3/5,4,2,"Center Defensive Midfield, Right Center Midfield",True
401926.0,Hana Takahashi,Japan Women's,0.0199558417991118,3,Right Center Back,Defender,Fullback/Wing-Back,3/3,3,1,Right Center Back,False
87191.0,Rikke Marie Madsen,Denmark Women's,0.0181564438340305,4,Left Wing,Forward,Winger,4/6,4,3,"Left Wing, Right Wing, Left Midfield",True
276443.0,Kathrine Møller Kühl,Denmark Women's,0.013576364573384,4,Right Defensive Midfield,Midfielder,Defensive Midfielder,2/5,4,4,"Right Defensive Midfield, Left Center Midfield, Left Defensive Midfield, Center Attacking Midfield",True
15471.0,Selma Bacha,France Women's,0.0132498733314248,4,Left Midfield,Midfielder,Central Midfielder,6/8,4,2,"Left Midfield, Right Midfield",True
10111.0,Simone Boye-Sørensen,Denmark Women's,0.0116017839016008,4,Left Center Back,Defender,Fullback/Wing-Back,5/7,4,2,"Left Center Back, Center Back",True
87185.0,Stine Ballisager Pedersen,Denmark Women's,0.0063857520048328,3,Right Center Back,Defender,Fullback/Wing-Back,3/3,3,1,Right Center Back,False
10140.0,Dolores Isabel Jacome Silva,Portugal Women's,-0.0035969384486577,2,Center Defensive Midfield,Midfielder,Defensive Midfielder,2/3,2,2,"Right Defensive Midfield, Center Defensive Midfield",True
131645.0,Julia Angela Grosso,Canada Women's,-0.0063896437617518,3,Left Defensive Midfield,Midfielder,Defensive Midfielder,3/4,3,2,"Left Defensive Midfield, Center Attacking Midfield",True
276577.0,Telma Raquel Velosa Encarnação,Portugal Women's,-0.0083010920710769,3,Left Center Forward,Forward,Forward,3/6,3,3,"Left Center Forward, Right Center Forward, Center Attacking Midfield",True
32230.0,Karen Holmgaard,Denmark Women's,-0.0111011967777527,4,Left Defensive Midfield,Midfielder,Defensive Midfielder,3/6,4,3,"Left Defensive Midfield, Center Defensive Midfield, Right Defensive Midfield",True
47117.0,Benedetta Orsi,Italy Women's,-0.0138431254322984,1,Right Center Back,Defender,Fullback/Wing-Back,1/2,1,2,"Right Center Back, Right Back",True
403283.0,Carolina Arias Vidal,Colombia Women's,-0.0160784714323055,5,Right Back,Defender,Fullback/Wing-Back,6/6,5,1,Right Back,False
131618.0,Ireen Lungu,Zambia Women's,-0.0205236443553543,2,Right Center Midfield,Midfielder,Central Midfielder,1/2,2,2,"Right Center Midfield, Right Defensive Midfield",True
402465.0,Julieta Micaela Cruz Navarrete,Argentina Women's,-0.0217570504301362,2,Right Back,Defender,Fullback/Wing-Back,3/4,2,2,"Right Back, Left Defensive Midfield",True
49836.0,Olga  Carmona García,Spain Women's,-0.023327889895818,6,Left Back,Defender,Fullback/Wing-Back,7/8,6,2,"Left Back, Right Back",True
222682.0,Salma Paralluelo Ayingono,Spain Women's,-0.0269334070943978,7,Left Wing,Forward,Winger,7/14,7,4,"Right Wing, Left Wing, Left Center Midfield, Center Forward",True
31784.0,Maëlle Lakrar,France Women's,-0.029748702717374,4,Right Center Back,Defender,Fullback/Wing-Back,3/4,4,2,"Right Back, Right Center Back",True
4967.0,Raquel Rodriguez,Costa Rica Women's,-0.0386268414905405,2,Right Defensive Midfield,Midfielder,Defensive Midfielder,1/4,2,4,"Right Defensive Midfield, Left Defensive Midfield, Right Center Midfield, Center Attacking Midfield",True
10374.0,Svenja Huth,Germany Women's,-0.0430421337676499,3,Right Back,Defender,Fullback/Wing-Back,3/3,3,1,Right Back,False
21048.0,Rosella Ayane,Morocco Women's,-0.0466909686760056,4,Left Center Forward,Forward,Forward,2/4,4,2,"Left Center Forward, Center Forward",True
299860.0,Fuka Nagano,Japan Women's,-0.0521181005182919,5,Left Defensive Midfield,Midfielder,Defensive Midfielder,5/7,5,2,"Left Defensive Midfield, Right Defensive Midfield",True
34873.0,Fátima Alexandra Figueira Pinto,Portugal Women's,-0.0528654414759197,1,Left Defensive Midfield,Midfielder,Defensive Midfielder,2/4,1,3,"Left Defensive Midfield, Left Center Midfield, Center Defensive Midfield",True
25546.0,Cheyna Lee Matthews,Jamaica Women's,-0.0584205030087611,4,Right Midfield,Midfielder,Central Midfielder,4/6,4,3,"Right Midfield, Left Midfield, Right Back",True
5076.0,Emily Louise van Egmond,Australia Women's,-0.0682311914897899,7,Right Center Forward,Forward,Forward,5/11,7,7,"Right Center Forward, Right Defensive Midfield, Right Center Midfield, Center Defensive Midfield, Left Center Back, Left Wing, Left Defensive Midfield",True
5088.0,Crystal Alyssia Dunn Soubrier,United States Women's,-0.0768383437201549,4,Left Back,Defender,Fullback/Wing-Back,4/5,4,2,"Left Back, Left Wing Back",True
401873.0,Thị Mỹ Anh Nguyễn,Vietnam Women's,-0.0796118813919379,2,Right Wing,Forward,Winger,1/3,2,3,"Right Wing, Left Wing, Left Wing Back",True
10097.0,Frederikke Thøgersen,Denmark Women's,-0.0932335336977065,1,Right Center Back,Defender,Fullback/Wing-Back,1/2,1,2,"Right Center Back, Right Wing",True
276288.0,Tuva Hansen,Norway Women's,-0.0952064825809937,4,Left Back,Defender,Fullback/Wing-Back,4/4,4,1,Left Back,False
25476.0,Lea Schüller,Germany Women's,-0.0953478347562134,3,Center Forward,Forward,Forward,3/5,3,2,"Center Forward, Center Attacking Midfield",True
6811.0,Julie Beth Ertz,United States Women's,-0.0967817228120197,4,Right Center Back,Defender,Fullback/Wing-Back,5/6,4,2,"Right Center Back, Center Back",True
403291.0,Casey Yu-Jin Phair,Korea Republic Women's,-0.1005009450500246,3,Center Forward,Forward,Forward,1/6,3,6,"Center Forward, Right Center Back, Left Center Midfield, Left Center Forward, Right Defensive Midfield, Left Wing",True
10654.0,Jackie Groenen,Netherlands Women's,-0.1016951565745604,5,Center Defensive Midfield,Midfielder,Defensive Midfielder,5/11,5,5,"Left Center Midfield, Left Defensive Midfield, Right Defensive Midfield, Center Defensive Midfield, Right Center Midfield",True
46999.0,Chantal Hagel,Germany Women's,-0.1023511338233696,3,Left Back,Defender,Fullback/Wing-Back,3/4,3,2,"Left Back, Left Center Back",True
402127.0,Wendy Shongwe,South Africa Women's,-0.1107261395722465,2,Right Wing,Forward,Winger,2/3,2,2,"Right Wing, Left Wing",True
401884.0,Thị Vân Dương,Vietnam Women's,-0.1187697670560611,3,Right Defensive Midfield,Midfielder,Defensive Midfielder,3/5,3,2,"Right Defensive Midfield, Left Defensive Midfield",True
25660.0,Annalie Longo,New Zealand Women's,-0.1211643890812591,2,Left Center Midfield,Midfielder,Central Midfielder,1/3,2,3,"Left Center Midfield, Left Defensive Midfield, Right Center Midfield",True
389446.0,Jessika Rebecca Macayan Cowart,Philippines Women's,-0.1239571095459609,3,Left Defensive Midfield,Midfielder,Defensive Midfielder,3/6,3,3,"Left Defensive Midfield, Center Back, Left Center Back",True
221887.0,Wieke Hendrikje Maria Kaptein,Netherlands Women's,-0.1259741301417238,1,Left Center Midfield,Midfielder,Central Midfielder,1/1,1,1,Left Center Midfield,False
25450.0,Young-Ju Lee,Korea Republic Women's,-0.1376356911556923,1,Center Defensive Midfield,Midfielder,Defensive Midfielder,1/2,1,2,"Center Defensive Midfield, Right Wing",True
402013.0,Roseline Éloissaint,Haiti Women's,-0.138908285954773,3,Right Wing,Forward,Winger,2/7,3,5,"Right Wing, Right Back, Right Center Midfield, Center Forward, Left Wing",True
46459.0,Katja Snoeijs,Netherlands Women's,-0.1404933884629092,4,Left Center Forward,Forward,Forward,2/9,5,7,"Left Center Forward, Right Center Back, Right Wing, Center Attacking Midfield, Right Center Forward, Right Attacking Midfield, Center Forward",True
401633.0,"Aine O""Gorman",Republic of Ireland Women's,-0.1457634181407666,1,Right Wing Back,Defender,Fullback/Wing-Back,1/1,1,1,Right Wing Back,False
31531.0,Lauren James,England Women's,-0.1508358616412093,5,Left Wing,Forward,Winger,3/9,5,5,"Right Wing, Left Wing, Center Attacking Midfield, Left Center Midfield, Right Center Forward",True
131628.0,Hellen Nga''ndwe Chanda,Zambia Women's,-0.158192593404466,1,Right Center Midfield,Midfielder,Central Midfielder,1/1,1,1,Right Center Midfield,False
402002.0,Betina Petit-Frère,Haiti Women's,-0.1597775286060466,3,Right Center Back,Defender,Fullback/Wing-Back,3/5,3,2,"Right Center Back, Right Back",True
219423.0,Naomi Haile Girma,United States Women's,-0.1680144144351936,4,Left Center Back,Defender,Fullback/Wing-Back,4/4,4,1,Left Center Back,False
49233.0,Vicki Becho,France Women's,-0.1770573539313273,5,Right Midfield,Midfielder,Central Midfielder,6/11,5,6,"Right Midfield, Center Attacking Midfield, Center Forward, Right Center Forward, Right Defensive Midfield, Left Defensive Midfield",True
49904.0,Lorena Bedoya Durango,Colombia Women's,-0.1863954466165711,5,Left Defensive Midfield,Midfielder,Defensive Midfielder,5/10,5,3,"Right Defensive Midfield, Left Defensive Midfield, Left Center Midfield",True
10647.0,Stephanie van der Gragt,Netherlands Women's,-0.1883295934547028,5,Center Back,Midfielder,Fullback/Wing-Back,8/10,5,3,"Center Back, Center Forward, Right Center Back",True
