player_id,player,team,average_z_score,matches_played
142944.0,Lúcia Catarina Sousa Alves,Portugal Women's,-0.4599408229720534,2
401741.0,Alicia Balicoco Barker,Philippines Women's,-0.4629665032714902,3
388473.0,Jorelyn Andrea Daniela Carabalí Martínez,Colombia Women's,-0.4632968196839487,5
25561.0,Beatriz Zaneratto João,Brazil Women's,-0.4667302879787319,3
21014.0,Vyan Sampson,Jamaica Women's,-0.47638468698083536,4
218506.0,Savannah Marie DeMelo,United States Women's,-0.4773007550694216,2
135877.0,Sarah Kassi,Morocco Women's,-0.4776936270426518,3
25634.0,Aldana Cometti,Argentina Women's,-0.47888351809788143,3
31540.0,Katie Zelem,England Women's,-0.48308036316037,2
62906.0,Cloé Zoé Eyja Lacasse,Canada Women's,-0.4877241029047885,3
402463.0,Érica Noelia Lonigro,Argentina Women's,-0.5015597383491801,2
47541.0,Damaris Berta Egurrola Wienke,Netherlands Women's,-0.5049095216163653,5
25717.0,Mi-Ra Moon,Korea Republic Women's,-0.5053602918480119,3
191851.0,Julie Blakstad,Norway Women's,-0.5077590306702424,1
25485.0,Shanshan Wang,China PR Women's,-0.5184616149608785,3
131617.0,Ochumba Oseke Lubandji,Zambia Women's,-0.5250173148193584,2
15257.0,Saki Kumagai,Japan Women's,-0.5391395078704248,5
25484.0,Yao Wei,China PR Women's,-0.5434165340093435,3
402178.0,Kameron Necole Simmonds,Jamaica Women's,-0.5450105592710599,2
401931.0,Miyabi Moriya,Japan Women's,-0.5591879401532114,2
402006.0,Dayana Pierre-Louis,Haiti Women's,-0.5665972907240548,3
403282.0,Daniela Montoya Quiróz,Colombia Women's,-0.5689336650409852,4
4940.0,Andi Sullivan,United States Women's,-0.5812775331860704,4
402179.0,Solai Washington,Jamaica Women's,-0.582257725760032,3
338631.0,Oluwatosin Blessing Demehin,Nigeria Women's,-0.5849185765660017,4
402794.0,Hilary Stacy Jaén Rodríguez,Panama Women's,-0.5885469919008463,3
402121.0,Robyn Kimberly Moodaly,South Africa Women's,-0.5912577425363476,1
10143.0,Alexia Putellas Segura,Spain Women's,-0.5931995280704817,7
402786.0,Yomira Tibisay Pinzón Ríos,Panama Women's,-0.5970903880398263,3
50150.0,Irene Guerrero Sanmartín,Spain Women's,-0.6052809413797876,3
25451.0,Hye-Ri Kim,Korea Republic Women's,-0.6057701280959762,3
273315.0,Paulina Gramaglia,Argentina Women's,-0.609653495891285,2
10160.0,Carolina Mendes,Portugal Women's,-0.6119658576790551,1
401872.0,Thị Diễm My Lê,Vietnam Women's,-0.6183528231294557,3
402132.0,Ana Ines Palma Capeta,Portugal Women's,-0.6188301272680629,2
24374.0,Ingrid Syrstad Engen,Norway Women's,-0.6189706536336038,4
34510.0,Seon-Joo Lim,Korea Republic Women's,-0.6259324852250874,1
25601.0,Deanne Cynthia Rose,Canada Women's,-0.6291396520361103,2
53406.0,Chelsea Ariane Surpris,Haiti Women's,-0.6323278473841426,2
401886.0,Tuyết Dung Nguyễn Thị,Vietnam Women's,-0.6385419095564422,2
25543.0,Geyse da Silva Ferreira,Brazil Women's,-0.6418849204851494,3
10203.0,Cristiana Girelli,Italy Women's,-0.6421253148896666,2
401646.0,Sara Iren Lindbak Hørte,Norway Women's,-0.6443414465982821,1
402176.0,Tiernny Arlene Wiltshire,Jamaica Women's,-0.6578602340858162,4
15180.0,Sophie Schmidt,Canada Women's,-0.6691578026289583,3
25545.0,Allyson Swaby,Jamaica Women's,-0.6746253445403005,4
131623.0,Agness Musase,Zambia Women's,-0.681661839291709,3
45884.0,Giada Greggi,Italy Women's,-0.6861584864890359,3
24368.0,Andressa Alves da Silva,Brazil Women's,-0.6912366394286614,2
47008.0,Sjoeke Nüsken,Germany Women's,-0.7057147322637355,1
42207.0,Marissa Maeve Sheva,Republic of Ireland Women's,-0.7093746513302729,3
402461.0,Daiana Micaela Falfán,Argentina Women's,-0.7122810622886067,3
18153.0,Alisha Lehmann,Switzerland Women's,-0.7180676618189732,2
402790.0,Carmen Milagros Montenegro Martínez,Panama Women's,-0.7217832701999046,3
403277.0,Daniela Alexandra Árias Rojas,Colombia Women's,-0.7221377585071306,5
87187.0,Mille Gejl Jensen,Denmark Women's,-0.7252173979791381,2
402177.0,Kalyssa van Zanten,Jamaica Women's,-0.7347281356487908,1
131624.0,Lushomo Mweemba,Zambia Women's,-0.7403680477579195,3
25657.0,Paige Therese Satchell,New Zealand Women's,-0.7517620632248614,1
25747.0,Bambanani Nolufefe Mbane,South Africa Women's,-0.7532806705507071,4
402003.0,Ruthny Mathurin,Haiti Women's,-0.7555498842234466,3
34499.0,Hanna Ulrika Bennison,Sweden Women's,-0.7580365392834008,4
15631.0,Niamh Charles,England Women's,-0.7581920978560669,1
135257.0,Amber Barrett,Republic of Ireland Women's,-0.7623723855838345,1
49831.0,Ivana Andrés Sanz,Spain Women's,-0.7624256113730824,4
402124.0,Mapula Nomvula Kgoale,South Africa Women's,-0.7640572586171402,3
401634.0,Cortnee Brooke Vine,Australia Women's,-0.7715395300284753,7
276289.0,Anna Langås Jøsendal,Norway Women's,-0.7780546510577113,1
25697.0,Lina Mona Andréa Hurtig,Sweden Women's,-0.7959946725516934,6
403280.0,Diana Carolina Ospina García Pineda,Colombia Women's,-0.797418832066543,5
402797.0,Natalia Didelka Mills Urrunaga,Panama Women's,-0.8036111328013753,2
389495.0,Alyssa Paola Thompson,United States Women's,-0.803974633202163,2
327715.0,Lily Agg,Republic of Ireland Women's,-0.815579163385408,2
32699.0,Josefine Hasbo,Denmark Women's,-0.8208443772839336,4
25558.0,Chantelle Swaby,Jamaica Women's,-0.823027969847815,4
18158.0,Rebecca Leigh Spencer,Jamaica Women's,-0.8263462237303852,4
402125.0,Melinda Kgadiete,South Africa Women's,-0.8382194847904962,2
47022.0,Laura Freigang,Germany Women's,-0.8451694162193133,1
401730.0,Meryll Serrano,Philippines Women's,-0.8516775434876414,2
10205.0,Olivia Alma Charlotta Schough,Sweden Women's,-0.8524540441597217,4
5105.0,Sofia Huerta,United States Women's,-0.8565091961945689,1
26585.0,Annamaria Serturini,Italy Women's,-0.8612903780036688,1
32152.0,Francesca Durante,Italy Women's,-0.8632878438089303,3
325210.0,Ivonne Chacón,Colombia Women's,-0.8710228024991126,2
131614.0,Mary Wilombe,Zambia Women's,-0.8717191603045108,2
50152.0,Eva Maria Navarro,Spain Women's,-0.8759281502067051,5
135779.0,Gabriela Nunes da Silva,Brazil Women's,-0.8895364412743655,1
24883.0,Sydney Lohmann,Germany Women's,-0.8929060950602896,1
10390.0,Anja Sønstevold,Norway Women's,-0.8946618678852388,3
10400.0,Gaëlle Thalmann,Switzerland Women's,-0.8953780109657516,4
316798.0,Noxolo Cesane,South Africa Women's,-0.9067013773142136,1
402798.0,Deysiré Mayte Salazar Biscaino,Panama Women's,-0.9069638285458422,3
10371.0,Elisa Bartoli,Italy Women's,-0.9082549269852043,1
10230.0,Linda Brigitta Sembrant,Sweden Women's,-0.9111871632819871,1
402018.0,Mengyu Shen,China PR Women's,-0.9206716038017739,2
402662.0,Najat Badri,Morocco Women's,-0.9227645564586318,2
402785.0,Rosario del Carmen Vargas Sarasqueta,Panama Women's,-0.923253460701015,1
401928.0,Takako Seike,Japan Women's,-0.925441734058555,3
328259.0,Bruna Santos Nhaia,Brazil Women's,-0.925659720621659,1
402117.0,Tiisetso Makhubela,South Africa Women's,-0.931283891227003,3
25445.0,Chae-Rim Kang,Korea Republic Women's,-0.931752806734712,1
4981.0,Kailen Mary Iacovoni Sheridan,Canada Women's,-0.9406292343002979,3
25514.0,Noko Matlou,South Africa Women's,-0.9409447302962353,2
50156.0,Claudia  Zornoza Sánchez,Spain Women's,-0.9421851813299645,2
25728.0,Karina Sævik,Norway Women's,-0.9501187787618951,3
10398.0,Valentina Cernoia,Italy Women's,-0.9532243309153634,1
49913.0,Athenea del Castillo Belvide,Spain Women's,-0.9574514610705057,3
10420.0,Meriame Terchoun,Switzerland Women's,-0.9576212448546538,4
401875.0,Thu Thương Lương Thị,Vietnam Women's,-0.9668021461748714,3
135153.0,Nesryne El Chad,Morocco Women's,-0.9942890034248109,4
401739.0,Dominique Jaylin Abrena Randle,Philippines Women's,-1.0013570956136886,2
25488.0,Yasha Gu,China PR Women's,-1.0016724234580772,2
89009.0,Yasmin Katie Mrabet,Morocco Women's,-1.0041145611426237,1
402667.0,Sofia Bouftini,Morocco Women's,-1.0078600128349229,3
401800.0,Alexandra Pinell González,Costa Rica Women's,-1.011246085898596,2
403292.0,Eun-Ha Jeoun,Korea Republic Women's,-1.0121526802127505,1
25480.0,Haiyan Wu,China PR Women's,-1.0200769169388,1
10224.0,Sara Caroline Seger,Sweden Women's,-1.020418180567914,3
62951.0,Aniek Nouwen,Netherlands Women's,-1.0251439178427417,2
126508.0,María Pérez,Spain Women's,-1.0322162764459744,1
401636.0,Abbie Larkin,Republic of Ireland Women's,-1.0410278757831373,3
402660.0,Nouhaila Benzina,Morocco Women's,-1.0480436827401167,3
221888.0,Kerstin Yasmijn Casparij,Netherlands Women's,-1.0532443299245784,5
402010.0,Jennyfer Limage,Haiti Women's,-1.058002094462951,1
402792.0,Wendy Yisbel Natis Bárcenas,Panama Women's,-1.0586697327992558,3
401806.0,Emilie Vanessa Valenciano Rojas,Costa Rica Women's,-1.0636058688322125,1
15550.0,Bethany England,England Women's,-1.0665451102833423,5
15443.0,Merle Frohms,Germany Women's,-1.0767895344212055,3
10109.0,Sanne Troelsgaard-Nielsen,Denmark Women's,-1.0878910293876378,3
10417.0,Viola Calligaris,Switzerland Women's,-1.0883743229906353,2
25746.0,Kaylin Swart,South Africa Women's,-1.0905987804684827,4
355040.0,Gift Nyakno Monday,Nigeria Women's,-1.0922887634126637,1
32339.0,Daphne van Domselaar,Netherlands Women's,-1.0972424374173477,5
43045.0,Sandrine Mauron,Switzerland Women's,-1.1076062351225873,4
46549.0,Nicole Anyomi,Germany Women's,-1.1090997221872299,3
387449.0,Maria Eduarda Ferreira Sampaio,Brazil Women's,-1.1094123154974704,2
5074.0,Shelina Laura Zadorsky,Canada Women's,-1.1133328480401086,1
25768.0,Adriana María Sachs,Argentina Women's,-1.114895640368863,1
402175.0,Peyton McNamara,Jamaica Women's,-1.118425528380338,2
131613.0,Hellen Mubanga,Zambia Women's,-1.1193697916639058,1
32333.0,Lynn Wilms,Netherlands Women's,-1.1193796412321684,2
26051.0,Dalila Belén Ippolito,Argentina Women's,-1.136028330307031,2
15615.0,Pauline Peyraud Magnin,France Women's,-1.1391030073073094,5
214481.0,Victoria Esson,New Zealand Women's,-1.141298848286086,3
402781.0,Yenith Elizabett Bailey de la Cruz,Panama Women's,-1.1451221662843296,3
46223.0,Benedetta Glionna,Italy Women's,-1.145267260172642,1
401802.0,Daniela Solera Vega,Costa Rica Women's,-1.145455142034635,3
401640.0,Grace Joanna Ella Jale,New Zealand Women's,-1.1465845710699079,2
403281.0,Marcela Restrepo Valencia,Colombia Women's,-1.148389158692636,4
276304.0,Guro Bergsvand,Norway Women's,-1.1521798621402817,1
402011.0,Danielle Monique Étienne,Haiti Women's,-1.1577132872583982,1
34872.0,Inês Teixeira Pereira,Portugal Women's,-1.1610269645716018,2
34485.0,Gabriela Guillén Alvarez,Costa Rica Women's,-1.162251834170471,1
401938.0,Eunice Sakala,Zambia Women's,-1.1633091963692854,1
132034.0,Charlotte Layne Grant,Australia Women's,-1.1653459369059131,1
402791.0,Rebeca Margoth Espinosa Justavino,Panama Women's,-1.17185715317615,1
46558.0,Jill Bayings,Netherlands Women's,-1.1733000369696682,1
5100.0,Alyssa Michele Naeher,United States Women's,-1.1796703629219738,4
402459.0,Gabriela Patricia Chávez,Argentina Women's,-1.1870972911778814,1
401881.0,Thị Kiều Chương,Vietnam Women's,-1.1958898256547272,3
10145.0,Patricia Isabel Sousa Barros Morais,Portugal Women's,-1.1978125225884595,1
131587.0,Gabrielle Rose Rennie,New Zealand Women's,-1.1992371869608953,2
25659.0,Merel van Dongen,Netherlands Women's,-1.2096066427269714,1
63783.0,Caitlin Dijkstra,Netherlands Women's,-1.2112563469868265,2
49830.0,María Isabel Rodríguez Rivero,Spain Women's,-1.2127234031544198,3
402015.0,Shwendesky Macélus Joseph,Haiti Women's,-1.2229777357804315,1
131590.0,Claudia Bunge,New Zealand Women's,-1.2231026216174006,2
135616.0,Jiali Tang,China PR Women's,-1.2274466950217666,1
276442.0,Lene Christensen,Denmark Women's,-1.2285822329544003,4
25718.0,Chiamaka Cynthia Nnadozie,Nigeria Women's,-1.2334063263371318,4
45295.0,Catalina Thomas Coll Lluch,Spain Women's,-1.2349117159964738,4
132147.0,Vast Phiri,Zambia Women's,-1.2361792214588527,2
5038.0,Allysha Lyn Chapman,Canada Women's,-1.2598944743025624,3
402008.0,Kerly Théus,Haiti Women's,-1.264644349240155,3
401999.0,Maudeline Moryl,Haiti Women's,-1.2658458059354847,1
46344.0,Catalina Pérez Jaramillo,Colombia Women's,-1.2720935869511565,5
402656.0,Khadija Er-Rmichi,Morocco Women's,-1.2797809858076643,4
31538.0,Mary Alexandra Earps,England Women's,-1.2832176075401915,7
30961.0,Naomie Feller,France Women's,-1.2850145738878478,1
31555.0,Courtney Brosnan,Republic of Ireland Women's,-1.2902835569303348,3
401735.0,Olivia Alexandra Davies Isip McDaniel,Philippines Women's,-1.2927870673787463,3
131629.0,Catherine Musonda,Zambia Women's,-1.29849827543825,2
131695.0,Yu Zhu,China PR Women's,-1.3011472354076878,2
5071.0,Monica Hickmann Alves,Brazil Women's,-1.3017211281120917,1
403284.0,Jung-Mi Kim,Korea Republic Women's,-1.3035841620152828,2
5021.0,Kelley Maureen O'Hara,United States Women's,-1.304243275651057,3
135146.0,Ijeoma Esther Okoronkwo,Nigeria Women's,-1.3083207799835006,2
5043.0,Nichelle Patrice Prince,Canada Women's,-1.308745711623773,1
8382.0,Clare Elizabeth Polkinghorne,Australia Women's,-1.3100199359263491,6
337744.0,Isibeal Atkinson,Republic of Ireland Women's,-1.3129009320999057,2
38248.0,Luna Nørgaard Gewitz,Denmark Women's,-1.3142369150617712,1
389771.0,Young-Geul Yoon,Korea Republic Women's,-1.3430493477451242,1
401933.0,Remina Chiba,Japan Women's,-1.344970566616273,1
36800.0,Aurora Watten Mikalsen,Norway Women's,-1.3542519966140978,4
42787.0,Mackenzie Arnold,Australia Women's,-1.3568592840427078,7
10406.0,Fabienne Humm,Switzerland Women's,-1.3677317135181393,1
401728.0,Jennifer Onyi Echegini,Nigeria Women's,-1.3804124605509955,3
401880.0,Kim Thanh Trần Thị,Vietnam Women's,-1.390216921637793,3
45287.0,Alexandra Chidiac,Australia Women's,-1.392388804873577,3
10661.0,Renate Jansen,Netherlands Women's,-1.397226288127862,1
10157.0,Silvia Rebelo,Portugal Women's,-1.397586209170564,1
25627.0,Ayaka Yamashita,Japan Women's,-1.3995527080944619,5
131581.0,Letícia Izidoro Lima da Silva,Brazil Women's,-1.4009890178320823,3
401746.0,Kristen Ryley Sy Bugay,Philippines Women's,-1.4075430131430857,2
402022.0,Jiaxing Dou,China PR Women's,-1.408062526945975,2
403270.0,Natalia Giraldo Alzáte,Colombia Women's,-1.4091711402088183,1
32216.0,Aïssatou Tounkara,France Women's,-1.4124856464709048,1
402014.0,Florsie Love Darlina Joseph,Haiti Women's,-1.4129967212838126,1
4945.0,Havana Solaun,Jamaica Women's,-1.4138118104760526,1
62667.0,Jennifer Miley Falk,Sweden Women's,-1.4152172264904315,1
402133.0,Ana Rute Santos Marques Rodrigues,Portugal Women's,-1.4191945125035388,1
32227.0,Emma Snerle,Denmark Women's,-1.4205679308343753,1
401725.0,Olivia Smith,Canada Women's,-1.4281048940994352,1
49873.0,Lara Marti,Switzerland Women's,-1.4442424126042268,1
401722.0,Glory Ogbonna,Nigeria Women's,-1.494838065906593,1
62713.0,Zecira Musovic,Sweden Women's,-1.4992011891243944,6
25611.0,Vanina Noemí Correa,Argentina Women's,-1.5108073591358397,3
62907.0,Ana Vitória Angélica Kliemaschewsk de Araújo,Brazil Women's,-1.5257346085348813,1
401647.0,Marit Bratberg Lund,Norway Women's,-1.5566792602035597,1
402021.0,Chen Gao,China PR Women's,-1.580307313605425,1
401870.0,Thị Hằng Khổng,Vietnam Women's,-1.5911907323267822,1
47095.0,Diane Caldwell,Republic of Ireland Women's,-1.656141719266945,1
25465.0,Onome Ebi,Nigeria Women's,-1.6581562474758875,1
389365.0,Maika Hamano,Japan Women's,-1.6817313092450308,1
25549.0,Tameka Yallop,Australia Women's,-1.6968664709906491,1
402016.0,Huan Xu,China PR Women's,-1.718791237069816,1
132033.0,Courtney Jade Nevin,Australia Women's,-1.781170795104,1
25472.0,Ugochi Desire Oparanozie,Nigeria Women's,-1.8122157877960845,1
31128.0,Solène Durand,France Women's,-1.8134554254538258,1
